#B1SiPM1
A_dx_30	7.8125	21.4589	3.88756	0.069814
A_dx_29_5	20.5	29.1307	0.0348599	0.00246186
A_dx_29_5	20.5	29.1307	0.0348599	0.00246186
test	20.5	29.1307	0.0359712	0.00811542
test	20.5	29.1307	0.0359712	0.00811542
test	20.5	29.1307	0.0359712	0.00811542
test	4.52784	0.1716	3.9322	0.222308
test	37.1847	31.3069	0	0
test	4.52784	0.1716	3.9322	0.222308
test	4.52785	0.0999365	3.9322	0.222308
test	19.1642	0.344622	0.0566038	0.00956653
test	6.88672	0.37632	1.72857	0.0758588
test	4.52784	0.1716	3.9322	0.222308
A_dx_32	3.50591	0.0468057	7.90286	0.236433
A_dx_32	3.50589	0.0420322	7.90286	0.236433
A_dx_32	3.50592	0.0420304	7.90286	0.236433
A_dx_32	3.50591	0.0468057	7.90286	0.236433
A_dx_32	3.50589	0.0420322	7.90286	0.236433
A_dx_32	3.50591	0.0420305	7.90286	0.236433
A_dx_31	1	0.00396309	1.5	0.572822
A_dx_31	1	0.00437123	1.5	0.572822
A_dx_31	20.4992	29.1943	0.0646884	0.00314772
.	9.31989e+11	0	-nan	-nan
.	9.32034e+11	0	-nan	-nan
.	20.5645	0.00378612	-nan	-nan
.	9.32034e+11	0	-nan	-nan
.	11.1512	9.3488	-nan	-nan
.	37.6415	0.00449787	inf	inf
.	11.1512	9.3488	0	0
.	32.4118	0.00811837	-nan	-nan
.	36.4588	0.0286153	inf	inf
.	19.9566	0.136623	0.0266667	0.00949074
.	4.5553	20.4291	3.51768	0.0721167
.	20.5	29.1307	-nan	-nan
.	33.0175	0.0047881	-nan	-nan
.	20.5	29.1307	-nan	-nan
.	20.5	29.1307	-nan	-nan
	20.3668	0.0131272	0.691196	0.0247201
	20.3668	0.0131272	0.691196	0.0247201
	20.5	29.1307	0.691196	0.0247201
	20.5	0.0136934	0.691196	0.0247201
	-10.9375	0	-nan	-nan
	24.1705	2.25322	0.461806	0.0222134
.	36.2895	2.32998	-nan	-nan
.	8.06117	0.480355	2.46154	0.324959
.	9.22095	0.226772	4	0.214013
.	9.38721	0.131121	2.125	0.0897588
.	9.34991	0.0992239	3.27848	0.117008
.	-7.8125	0	-nan	-nan
.	-7.8125	0	-nan	-nan
.	-15.625	0	-nan	-nan
.	31.6384	41.6629	0.4	0.219089
.	311.264	12.5408	-nan	-nan
.	-9.32028e+11	0	-nan	-nan
.	-9.32039e+11	0	-nan	-nan
.	29.2375	12.628	1.40909	0.165209
.	76.6038	71.0065	0	0
.	-9.32039e+11	0	-nan	-nan
.	-9.32039e+11	0	-nan	-nan
.	-9.32022e+11	0	-nan	-nan
.	-9.32027e+11	0	-nan	-nan
.	-9.32034e+11	0	-nan	-nan
.	79.033	4.24079	0	0
.	84.2139	5.43926	0	0
.	84.2139	5.43926	0	0
.	78.7984	6.61581	0.54902	0.0828258
.	-100	0	2	0.232495
.	-144.5	0	2	0.242536
.	-144	0	2	0.242536
.	-11	0	2	0.239046
.	185.036	35.3823	0.172775	0.0156742
.	97.3258	23.0422	0.656388	0.0309862
.	-20	0	2	0.19803
.	97.3258	23.0422	0.656388	0.0309862
.	97.3258	23.0422	0.656388	0.0309862
.	-20	0	2	0.246183
.	-57.5	0	2	0.57735
.	53.4497	0.662161	1.92431	0.0370677
.	53.4497	0.662161	1.92431	0.0370677
.	-40	0	-nan	-nan
.	48.2041	2.12781	2.2774	0.0267515
